Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,latitude,longitude,new_color_1,new_color_2,density
1,1.0,0,2,0,2,0,0,0,0,37.3202977,-95.26518087,9,0,1313.4
1,1.0,0,0,0,0,0,0,0,0,39.30813455,-94.9184848,5,0,1313.4
0,1.0,0,0,0,0,0,0,0,0,41.3363582,-72.10472555,9,0,3128.8
1,1.0,0,2,0,2,0,0,0,0,37.0020375,-101.905001,9,0,2227.0
1,1.0,0,0,0,0,0,0,0,0,37.7326804,-97.22462167,9,0,2168.5
1,1.0,2,2,2,1,0,1,0,0,37.75013645,-97.22816211,7,0,1509.8
1,1.0,0,0,0,0,0,0,0,0,38.8338015,-97.60854437,7,0,1917.4
1,1.0,0,2,0,1,0,0,0,0,38.35568455,-98.7907854,5,0,1007.8
1,1.0,0,0,0,0,0,0,0,0,37.0777202,-94.62251471,5,0,2022.3
1,1.0,0,0,0,2,0,0,0,0,38.6358498,-99.93089945,9,0,1576.2
1,1.0,0,0,0,0,0,0,0,0,37.15926815,-95.11118067,9,0,1558.6
1,1.0,0,0,0,0,0,0,0,0,37.1904964,-99.77997046,5,0,1483.4
1,1.0,0,0,0,0,0,0,0,0,38.47580605,-101.3550302,9,0,1007.8
1,1.0,2,2,0,1,0,1,0,0,37.17261505,-94.84320542,5,0,2611.7
1,1.0,0,0,0,2,0,0,0,0,37.9469001,-101.2513877,5,0,1213.3
1,1.0,0,0,0,0,0,0,0,0,39.8370704,-96.0781203,2,0,3128.8
1,1.0,0,0,0,0,0,0,0,0,37.1340582,-96.18890762,5,0,1213.3
1,1.0,3,2,3,2,1,2,1,2,39.67351465,-95.53037786,9,0,3348.9
1,1.0,3,2,3,1,2,2,1,0,37.28627235,-100.3337674,9,0,3979.7
1,1.0,4,1,1,3,3,2,2,2,37.95655995,-98.59548329,9,0,1265.2
1,1.0,3,2,2,1,1,2,1,3,37.43723635,-100.9865596,9,0,3979.7
1,1.0,3,2,2,2,1,2,1,2,39.12722185,-100.8632977,5,0,913.2
1,1.0,2,0,1,0,1,2,3,0,38.7426893,-98.219668,9,0,3979.7
1,1.0,3,2,3,1,1,2,2,2,39.1296432,-97.70376525,9,0,2144.9
1,1.0,1,3,2,1,1,2,1,3,37.0076227,-98.48871928,5,0,655.4
1,1.0,2,2,1,1,3,2,2,2,37.6055649,-99.30158069,3,0,503.3
1,1.0,4,2,2,2,3,2,2,0,38.52238475,-98.77847516,9,0,466.8
1,1.0,3,2,1,3,3,2,1,3,37.28924795,-98.57720688,1,0,730.2
1,1.0,3,2,1,3,2,2,3,2,37.17096775,-101.3493729,9,0,413.8
1,1.0,3,2,0,2,2,2,3,0,39.204952,-96.318731,9,0,428.7
1,1.0,3,2,1,2,2,2,2,2,39.89902865,-95.80797229,9,0,684.4
1,1.0,2,2,1,2,2,2,1,3,37.83580915,-96.29459358,9,0,383.1
1,1.0,3,2,0,2,1,2,2,0,38.6803612,-96.942598,5,0,614.4
1,1.0,3,2,2,2,1,2,2,1,39.85211185,-95.53040865,9,0,467.4
1,1.0,4,3,3,3,3,3,2,3,38.5306421,-99.3172431,9,0,917.9
1,1.0,4,2,3,3,3,1,1,3,37.574009,-101.7500558,5,0,383.1
1,1.0,3,2,2,3,2,2,1,1,35.71872625,-77.94366324,9,0,715.8
1,1.0,5,2,3,3,3,2,2,2,37.1551584,-98.01741007,9,0,609.7
1,1.0,2,3,2,1,1,2,3,2,39.3545217,-100.4317271,5,0,487.3
1,1.0,4,2,2,2,3,2,2,2,39.83795695,-99.88808461,9,0,988.5
1,1.0,4,2,2,3,2,2,2,0,39.56538375,-97.6739198,9,0,283.5
1,1.0,2,2,0,2,1,2,2,2,38.8825814,-98.85983926,9,0,562.5
1,1.0,4,2,2,3,2,2,2,2,41.2892862,-91.68792669,5,0,272.3
1,1.0,4,2,3,3,2,2,2,2,40.7510839,-93.74676948,9,0,395.8
1,1.0,4,2,3,2,3,2,1,3,34.5103718,-90.6252716,8,0,659.0
1,1.0,2,2,2,1,1,2,2,2,39.02758965,-99.8707089,5,0,513.0
0,1.0,0,0,0,0,0,0,0,2,38.3427396,-97.01073063,9,0,505.7
1,1.0,5,1,2,3,3,2,2,2,38.36185965,-97.18888745,9,0,503.3
1,1.0,3,2,0,2,0,1,2,2,38.57306845,-97.6838113,1,0,430.9
1,1.0,2,2,1,1,1,2,2,2,53.23357635,-0.518676289,2,0,566.4
1,1.0,3,2,2,2,2,2,1,2,39.8169792,-97.63707087,9,0,505.8
1,1.0,3,2,1,3,3,2,3,2,28.81286725,-96.97770216,9,0,523.3
1,1.0,3,3,3,3,3,2,1,3,39.4503807,-98.69981745,1,0,725.2
1,1.0,4,3,3,3,2,2,1,2,39.80871115,-76.98272343,9,0,917.9
1,1.0,2,3,2,1,1,2,1,2,39.06762405,-100.2408048,5,0,352.1
1,1.0,3,2,2,2,2,2,1,2,38.0833636,-99.9034207,5,0,730.2
1,1.0,3,1,3,1,1,3,2,3,39.35847045,-101.7145224,5,0,594.6
1,1.0,2,2,1,2,2,2,1,2,33.62054655,-88.66290687,9,0,383.1
1,1.0,5,2,3,3,3,2,3,2,38.4667774,-100.9038394,9,0,503.3
1,1.0,4,2,2,3,3,2,3,2,37.948609,-95.39180493,5,0,708.7
1,1.0,2,2,1,1,3,2,2,2,37.5345968,-95.81402157,5,0,659.0
1,1.0,4,2,2,3,3,3,3,1,39.4675049,-98.11441181,9,0,543.5
1,1.0,3,2,0,2,2,2,1,0,37.51466075,-94.85731895,5,0,54.8
0,1.0,5,0,3,0,3,2,0,2,39.7710926,-98.7852223,9,0,917.9
1,1.0,4,2,2,2,3,2,2,2,37.6479881,-98.12350614,1,0,609.7
1,1.0,4,2,0,2,3,2,3,2,38.6655383,-96.49970778,9,0,708.7
1,1.0,3,2,2,2,3,1,3,2,37.67540425,-95.4725032,9,0,213.1
1,1.0,3,2,2,2,3,2,1,2,43.0444216,-91.13740101,9,0,383.1
1,1.0,0,0,0,0,0,2,2,0,39.53734225,-95.12899368,9,0,327.9
1,1.0,0,0,0,0,0,0,0,0,37.24513175,-96.98206518,8,0,391.9
1,1.0,0,0,0,0,0,0,0,0,38.92983965,-94.65276942,2,2,237.2
1,1.0,4,2,0,2,3,2,3,2,39.07855215,-84.4668703,2,2,303.9
1,1.0,0,0,0,0,0,0,0,0,37.11346275,-82.81299369,8,2,354.9
1,1.0,3,2,0,2,2,0,0,0,37.1963604,-87.18959273,9,2,388.7
1,1.0,0,0,0,2,0,0,0,0,37.72876095,-82.76830813,2,2,230.0
0,1.0,0,0,0,0,0,0,0,0,31.5887958,-90.4582218,9,1,917.9
1,1.0,3,2,1,2,2,2,3,2,34.5186877,-93.0574166,9,0,477.6
1,1.0,4,2,0,2,3,2,3,2,37.11792495,-84.10865245,2,0,668.9
1,1.0,4,2,2,3,3,3,3,2,40.646514,-83.59585861,9,0,686.8
1,1.0,4,2,2,3,3,2,3,2,36.9957692,-86.42929038,7,0,537.9
1,1.0,5,1,3,3,3,2,3,2,38.2098244,-85.23603182,7,0,663.6
1,1.0,4,2,2,3,2,2,3,2,37.01130265,-85.90494332,9,0,418.0
1,1.0,4,2,3,3,3,2,3,2,38.18032395,-83.44192178,9,0,926.0
1,1.0,4,2,1,3,3,2,2,3,38.64024635,-83.80889754,8,0,926.0
1,1.0,3,2,1,3,1,2,3,3,36.7630509,-83.70825381,9,0,530.3
1,1.0,0,0,0,0,0,0,0,0,37.5695246,-85.26163149,0,0,530.3
1,1.0,0,0,0,0,0,0,0,0,37.8615921,-85.52395887,0,0,395.9
1,1.0,0,0,0,0,0,1,0,0,36.60722775,-88.31022055,0,0,64.2
0,1.0,0,0,0,0,3,2,0,0,39.07178485,-84.51766451,5,0,926.0
0,1.0,0,0,0,0,3,0,0,0,38.5079397,-82.69281579,4,0,530.3
0,1.0,0,0,0,0,3,0,0,0,37.7792075,-87.06480601,5,0,530.3
0,1.0,0,0,0,0,0,2,0,0,43.0444216,-91.13740101,4,0,686.8
1,1.0,4,2,2,2,3,2,3,2,37.4706568,-82.52198231,9,0,663.6
1,1.0,0,0,0,2,0,0,0,0,39.0160388,-84.63032806,9,2,524.6
1,1.0,0,0,0,0,0,0,0,0,38.2210974,-84.238279,9,2,256.1
1,1.0,0,0,0,0,0,0,0,0,37.64346655,-84.77348606,7,2,289.5
1,1.0,0,0,0,0,0,0,0,0,37.7307116,-84.29174188,9,2,262.5
1,1.0,0,0,0,0,0,0,0,0,36.80933285,-83.31358353,9,2,476.5
1,1.0,0,0,0,0,0,0,0,0,36.8609449,-87.49600058,9,2,167.0
1,1.0,0,0,0,0,0,0,0,0,36.8609449,-87.49600058,9,2,39.5
1,1.0,0,0,0,0,0,0,0,0,39.92114,-75.16927021,9,2,473.0
1,1.0,0,0,0,0,0,0,0,0,38.07681765,-83.94510419,9,2,466.5
1,1.0,0,0,0,0,0,0,0,0,36.8162439,-86.88156421,9,2,429.6
1,1.0,0,0,0,0,0,0,0,0,38.0286002,-84.5082097,5,2,587.6
1,1.0,0,0,0,0,0,0,0,0,37.67642175,-82.29663143,9,2,409.8
1,1.0,0,0,0,0,0,0,0,0,37.47275525,-86.28881087,8,2,687.0
1,1.0,0,0,0,2,0,0,0,0,38.3832198,-84.27764824,2,2,451.1
1,1.0,0,0,0,0,0,0,0,0,36.92258385,-84.12024942,2,2,336.3
1,1.0,0,0,0,0,0,0,0,0,37.36658575,-85.33695272,2,2,219.4
1,1.0,0,0,0,0,0,0,0,0,39.9290753,-83.81674889,9,2,111.5
1,1.0,0,0,0,2,0,0,3,0,37.34058845,-87.49387357,8,2,428.2
1,1.0,0,0,0,0,0,2,3,0,38.1866079,-84.5606461,9,2,311.7
1,1.0,0,0,0,0,0,0,0,0,37.0500328,-88.6486408,9,2,141.2
1,1.0,3,2,0,2,2,0,0,0,38.01869995,-84.51235422,9,2,616.6
1,1.0,0,0,0,0,0,0,0,0,37.07348785,-88.62769388,9,2,487.9
1,1.0,0,0,0,2,0,0,0,0,36.699007,-85.6763765,2,2,256.2
1,1.0,0,0,0,0,0,0,0,0,36.6980043,-85.14706421,9,2,573.0
0,1.0,3,0,0,2,0,2,3,0,36.7591513,-88.65135571,9,2,591.6
1,1.0,0,0,0,0,0,0,0,0,36.96477445,-86.43683221,9,2,677.0
1,1.0,0,0,0,0,0,0,0,0,38.1599796,-84.90717692,9,2,330.0
1,1.0,0,0,0,0,0,0,0,0,38.0920698,-82.60501512,9,2,361.3
1,1.0,0,0,0,2,0,0,0,0,38.2386809,-85.63919777,9,2,489.4
1,1.0,0,2,0,2,0,0,0,0,37.08587785,-84.61995633,9,2,563.3
1,1.0,0,0,0,2,0,0,0,0,38.3948546,-85.37625552,9,2,966.4
1,1.0,0,2,0,2,0,0,0,0,37.5658266,-83.3692111,9,2,504.2
1,1.0,0,2,0,2,0,0,0,0,38.2483107,-85.74506887,9,2,312.5
1,1.0,0,0,0,0,0,0,0,0,37.99940405,-84.43952892,9,2,622.1
1,1.0,2,2,3,1,1,2,2,2,36.8663549,-87.82177363,9,0,555.4
1,1.0,3,2,0,2,2,2,2,0,37.5788556,-82.7503136,4,0,310.6
1,1.0,3,2,0,2,0,2,3,0,37.62842295,-87.94758941,5,0,261.4
1,1.0,3,2,2,2,1,2,3,1,37.9198672,-83.26543382,9,0,228.5
1,1.0,3,2,0,2,3,2,3,0,38.0551627,-84.72341407,8,0,214.4
1,1.0,2,2,2,1,1,2,3,3,37.31777105,-84.93293631,2,0,712.8
1,1.0,3,2,3,1,3,2,2,2,39.3765782,-93.49250001,1,0,322.7
1,1.0,3,3,2,1,3,2,1,3,38.64706755,-84.57795381,9,0,750.3
1,1.0,3,2,0,2,0,2,3,0,-37.6876139,176.1673049,9,0,143.0
1,1.0,3,2,1,2,3,2,1,2,37.16164915,-85.92269696,9,0,406.7
1,1.0,4,2,2,2,3,2,3,2,37.5427356,-84.65278822,9,0,581.1
1,1.0,4,2,0,2,2,2,3,2,37.1639304,-83.37869692,5,0,427.0
1,1.0,3,2,1,2,2,2,3,2,36.7960659,-85.37300722,9,0,351.2
1,1.0,4,2,2,3,3,2,3,2,39.9950822,-83.01873232,1,0,725.3
1,1.0,4,2,0,2,3,2,3,0,40.75453165,-93.31103007,9,0,475.6
1,1.0,2,3,2,2,1,2,2,2,37.1139275,-87.90910679,7,0,577.4
1,1.0,3,3,2,1,3,2,2,2,37.44856885,-86.89619229,9,0,142.8
1,1.0,2,3,1,2,1,2,1,2,36.76099225,-86.21509199,1,0,650.9
1,1.0,3,2,3,1,3,3,1,3,37.24299785,-85.494619,9,0,555.4
1,1.0,3,2,0,1,0,1,3,0,36.86747485,-88.36949673,5,0,564.6
1,1.0,3,1,2,1,2,2,3,2,36.8513206,-83.87022245,5,0,304.9
1,1.0,2,1,1,1,1,2,2,3,37.57668485,-84.2860636,9,0,824.8
1,1.0,2,2,1,1,2,2,2,3,36.8984392,-82.0782765,7,0,824.8
1,1.0,3,2,2,2,2,2,3,2,37.4566764,-82.7471257,9,0,351.2
1,1.0,3,3,2,1,2,2,2,3,38.63246505,-90.25794835,7,0,926.1
0,1.0,3,2,2,2,2,2,3,2,30.20276755,-92.0194387,5,0,464.4
1,1.0,3,2,2,2,2,2,2,2,29.7801382,-90.805215,2,0,196.3
1,1.0,2,2,2,1,1,2,3,2,29.95979855,-90.08213115,5,0,340.2
1,1.0,3,3,3,1,2,2,1,2,30.217215,-92.04670946,2,0,377.4
1,1.0,4,2,0,2,0,2,3,2,31.7524891,-93.07797099,2,0,353.0
1,1.0,3,2,2,2,2,3,3,2,29.59733095,-90.714575,5,0,336.9
1,1.0,3,2,2,1,2,2,3,2,30.22909385,-93.36891828,8,0,544.4
1,1.0,1,3,1,1,1,2,3,0,29.70862435,-91.20093572,5,0,426.6
1,1.0,3,2,0,1,0,2,3,2,30.544676,-92.07498491,2,0,234.0
1,1.0,2,2,2,1,1,2,3,3,31.282694,-92.4625938,5,0,360.5
1,1.0,4,2,3,2,3,2,3,2,30.6490973,-91.13762618,2,0,485.7
1,1.0,3,2,2,2,1,2,1,2,30.64215705,-92.41724592,8,0,287.9
1,1.0,4,2,2,3,3,2,2,3,31.31446655,-92.44979328,7,0,555.4
1,1.0,3,2,2,2,2,2,3,0,30.21632005,-93.22762599,5,0,263.6
1,1.0,3,2,0,1,3,2,2,2,29.97363665,-92.10802842,9,0,275.7
1,1.0,4,1,3,3,3,2,1,1,29.9610677,-90.14567367,7,0,491.7
1,1.0,2,2,2,2,1,2,3,0,29.8917056,-90.09446535,2,0,282.0
1,1.0,2,3,3,1,1,2,1,2,30.28367135,-89.77023919,1,0,491.7
1,1.0,3,2,0,2,3,2,2,2,32.4246693,-93.7175571,2,0,407.9
1,1.0,4,2,2,2,2,2,2,2,30.2265885,-92.36358172,8,0,460.6
1,1.0,2,0,2,0,1,2,2,0,30.4687836,-90.11304726,1,0,555.4
1,1.0,2,3,2,3,1,2,1,2,29.9258607,-90.09206597,5,0,750.3
1,1.0,4,2,3,2,3,2,1,2,30.84137675,-93.28787879,9,0,750.3
1,1.0,3,2,2,2,2,2,3,2,30.2391457,-92.66237646,9,0,352.9
1,1.0,3,3,3,3,3,1,3,2,30.20421415,-93.1980894,1,0,308.4
1,1.0,4,2,2,3,2,2,2,2,30.40329195,-91.10669675,9,0,555.4
1,1.0,1,2,1,1,1,2,2,2,30.39429225,-91.09499376,5,0,495.8
1,1.0,2,2,1,2,1,2,3,2,29.9241198,-90.3708028,8,0,347.7
1,1.0,4,2,2,2,2,2,3,0,32.8681946,-91.38208373,7,0,333.7
1,1.0,2,0,1,0,1,2,1,2,31.92447675,-92.6456855,1,0,824.8
1,1.0,3,2,2,2,2,2,3,2,45.50113735,-122.6843833,7,0,478.0
1,1.0,3,2,3,2,2,2,2,2,38.5529616,-121.455231,5,0,491.7
1,1.0,2,0,2,2,1,2,1,0,40.41481065,-104.7089289,5,0,824.8
1,1.0,3,2,3,1,3,3,2,2,40.182043,-105.1261659,5,0,555.4
1,1.0,3,3,2,3,3,2,1,2,39.964003,-104.7688881,9,0,750.3
1,1.0,4,2,0,2,2,2,3,2,38.480895,-107.8681334,5,0,353.4
1,1.0,3,2,2,2,2,2,3,2,37.47270705,-105.8831015,9,0,406.7
1,1.0,3,2,0,2,2,2,3,0,39.76569225,-105.089923,7,0,112.3
1,1.0,0,0,0,0,0,2,2,0,40.5719165,-105.0563631,1,0,247.3
1,1.0,4,2,2,2,3,2,3,2,41.4366447,-82.23751334,9,0,628.5
1,1.0,2,3,1,2,1,2,1,2,41.87262365,-87.67101103,5,0,597.0
1,1.0,2,3,1,1,3,2,3,2,39.7144552,-105.1294903,5,0,232.6
1,1.0,3,2,2,2,2,2,3,2,44.1021282,-70.19882311,8,0,750.7
1,1.0,3,2,0,2,0,2,3,0,40.0165377,-105.2362456,5,0,527.9
0,1.0,0,0,0,0,3,0,0,0,34.5186877,-93.0574166,8,0,555.4
1,1.0,3,2,2,2,1,2,2,2,40.4133209,-105.0515055,5,0,612.1
0,1.0,0,0,0,0,0,0,0,0,39.7316371,-104.9334075,5,0,926.1
1,1.0,3,2,0,2,0,2,3,0,39.6542801,-104.9812154,2,0,144.7
0,1.0,0,0,0,0,0,0,0,0,37.97773685,-103.549432,9,2,126.1
1,1.0,0,2,0,2,0,0,0,0,38.8265553,-102.3549983,8,2,39.2
1,1.0,2,2,0,2,0,2,2,0,40.2602608,-103.7954975,9,2,189.8
1,1.0,0,0,0,0,0,0,2,2,40.4631235,-106.8148781,8,2,274.5
1,1.0,2,2,0,2,0,2,2,0,35.37542055,-97.57047513,9,2,404.8
1,1.0,3,2,0,2,2,2,3,2,42.416157,-71.07825526,5,2,326.5
1,1.0,0,0,0,0,0,2,3,0,40.61200405,-103.2206153,5,2,188.7
1,1.0,0,0,0,0,0,0,0,0,39.64347535,-106.3823267,9,2,267.3
1,1.0,3,2,0,2,0,0,2,0,39.9554252,-104.9913967,1,2,249.6
1,1.0,0,2,0,2,0,0,0,0,39.73920955,-104.9423779,4,2,370.1
0,1.0,0,0,0,0,0,0,0,0,39.52832115,-104.8702126,9,1,824.8
1,1.0,1,3,1,2,1,2,2,2,39.5475558,-104.7699213,5,0,1011.4
1,1.0,3,3,1,3,3,2,2,2,42.09805395,-71.06095872,9,0,421.5
1,1.0,3,3,3,2,2,2,2,2,39.56997865,-106.0768255,9,0,599.2
1,1.0,2,2,1,2,1,1,1,2,40.4154198,-104.9974664,1,0,1478.7
1,1.0,5,1,3,3,3,2,3,3,40.52113655,-105.0091298,8,0,680.0
1,1.0,2,2,1,2,1,2,1,2,38.4804084,-102.7848404,1,0,1011.4
1,1.0,3,2,2,2,1,2,2,2,37.67416465,-106.364051,5,0,548.4
1,1.0,3,1,2,1,2,2,2,2,40.2556396,-103.6493162,9,0,305.0
1,1.0,4,1,3,3,1,2,1,1,40.6418534,-102.6313343,5,0,688.2
1,1.0,3,2,3,2,2,1,1,1,40.57892845,-102.2901424,7,0,537.6
1,1.0,3,2,2,2,1,2,2,2,39.13825745,-103.4733769,5,0,1384.0
1,1.0,3,3,3,1,2,2,2,2,40.07908735,-108.8068759,9,0,568.3
1,1.0,3,2,2,3,3,1,2,1,40.07620365,-102.234769,7,0,722.2
1,1.0,2,3,1,3,1,2,1,2,40.9940109,-102.2686398,1,0,604.6
1,1.0,3,2,1,2,3,3,1,2,37.4046711,-102.6125657,3,0,1478.7
1,1.0,3,2,3,3,1,2,1,1,40.37150675,-105.515161,9,0,756.1
1,1.0,3,3,3,2,2,2,1,1,39.3029706,-102.270406,8,0,1478.7
1,1.0,4,1,3,1,3,3,1,3,35.9700683,-88.9311756,9,0,447.0
1,1.0,4,2,0,2,3,2,3,2,40.12003385,-102.7370081,1,0,368.0
1,1.0,3,2,2,3,1,2,2,2,37.60058335,-104.8319462,9,0,1154.1
1,1.0,3,2,3,3,1,2,1,3,39.52148265,-107.7701309,5,0,1118.8
1,1.0,2,2,1,1,2,1,1,2,40.0570317,-106.3904319,9,0,1585.1
1,1.0,3,2,2,2,2,2,1,2,39.1560649,-111.8165198,9,0,546.9
1,1.0,3,0,0,2,0,2,3,0,37.1737698,-104.4876127,2,0,279.7
1,1.0,3,2,2,3,2,2,2,2,38.5434044,-106.009742,9,0,1469.7
1,1.0,3,2,2,3,2,2,2,1,38.0702066,-102.6108103,1,0,326.9
1,1.0,3,2,0,2,2,2,2,2,39.19059615,-106.8393631,8,0,825.3
1,1.0,3,2,3,1,1,2,2,2,40.04635295,-107.8813727,9,0,711.1
1,1.0,3,2,0,2,0,2,2,1,38.97465985,-105.0743505,1,0,602.0
1,1.0,4,2,3,3,3,2,2,2,37.3623081,-108.5742649,5,0,1490.5
1,1.0,4,2,0,2,2,2,3,2,37.2525744,-107.0783284,1,0,349.2
1,1.0,2,2,2,1,1,2,1,2,41.77413945,-72.69809026,5,0,1331.1
1,1.0,4,2,2,3,2,2,3,0,41.90609295,-71.91302816,9,0,721.7
0,1.0,2,2,1,1,2,2,2,2,41.88096365,-73.48199603,9,0,604.6
1,1.0,4,2,3,3,3,2,2,1,41.56062475,-73.05923426,7,0,711.1
1,1.0,3,3,3,2,3,2,2,2,41.0545224,-73.55252641,8,0,296.3
1,1.0,2,3,2,1,1,2,2,2,41.3363582,-72.10472555,5,0,1011.4
1,1.0,3,2,2,2,2,2,3,0,39.4795986,-86.07711236,1,0,373.5
1,1.0,3,1,3,2,1,2,1,2,41.18947085,-73.1674697,5,0,871.6
1,1.0,2,2,2,1,1,2,1,2,41.79227045,-73.13376945,9,0,1154.1
1,1.0,4,1,3,3,1,2,2,1,41.866395,-72.45131974,9,0,946.0
1,1.0,3,2,2,3,1,2,3,2,10.0075655,76.68020625,5,0,1118.8
1,1.0,4,1,2,2,2,2,1,1,41.55439915,-72.64722611,9,0,1021.2
1,1.0,3,0,0,2,2,1,3,0,41.3046035,-72.9355941,1,0,741.2
1,1.0,3,2,2,1,2,2,2,2,41.54273245,-72.08868695,5,0,680.0
1,1.0,4,1,2,2,2,2,3,0,41.75406885,-72.67939019,7,0,372.4
1,1.0,3,2,2,1,2,2,1,2,41.7816396,-72.52584002,9,0,1086.4
1,1.0,3,2,2,2,2,2,2,1,41.20121695,-73.2018209,1,0,655.9
1,1.0,3,0,0,2,0,2,2,0,41.67666805,-72.93580728,1,0,912.3
1,1.0,4,0,2,2,3,2,2,1,41.33643485,-73.09051233,5,0,722.2
1,1.0,3,2,2,2,2,2,1,1,41.40521795,-73.44515868,9,0,702.6
1,1.0,3,2,0,1,2,2,2,0,41.7308603,-72.79100273,2,0,584.8
1,1.0,3,2,2,2,2,2,2,2,41.4633401,-72.83575213,9,0,522.2
1,1.0,2,1,1,2,1,1,1,1,41.6981555,-72.7142614,7,0,1384.0
1,1.0,3,3,3,3,1,2,2,2,32.50537845,-84.95972819,5,0,269.6
1,1.0,2,2,1,2,2,2,1,1,39.15139335,-75.52357109,4,0,444.7
1,1.0,4,2,3,3,2,2,3,0,38.64163605,-75.604395,5,0,454.8
1,1.0,3,2,1,3,1,2,1,2,38.77141195,-75.14388955,9,0,750.2
1,1.0,3,2,0,2,0,2,3,2,38.9124018,-75.4310756,9,0,237.2
1,1.0,1,2,1,2,1,2,1,1,38.90137665,-77.05061591,1,0,1118.8
1,1.0,3,2,0,2,0,0,2,0,38.91783385,-77.0201005,5,0,405.9
1,1.0,4,2,0,2,0,2,3,2,38.9111463,-77.07534615,9,0,246.0
1,1.0,2,2,2,1,1,2,2,2,38.9367698,-77.10887954,5,0,482.5
1,1.0,4,2,3,3,2,2,1,2,38.9445417,-76.99340684,9,0,457.4
1,1.0,4,1,1,3,3,2,1,3,27.7213523,85.3178922,5,0,750.2
1,1.0,3,2,0,2,0,2,3,2,38.92902835,-77.01489464,1,0,456.6
1,1.0,4,2,2,3,2,2,1,3,30.3484582,-81.66491491,7,0,1118.8
1,1.0,0,0,0,0,0,2,2,0,26.5046724,-80.07016957,1,0,225.1
1,1.0,0,0,0,0,0,2,3,0,28.5259051,-81.3816526,1,0,150.9
1,1.0,3,0,0,2,0,2,2,0,28.574324,-81.3711956,5,0,610.6
1,1.0,3,2,2,3,2,2,3,2,25.68513425,-80.338609,1,0,297.7
1,1.0,3,2,2,1,2,2,2,2,25.78841925,-80.2163433,9,0,692.4
1,1.0,3,2,2,2,1,2,2,2,26.6274479,-81.87395776,0,0,1649.6
1,1.0,2,2,1,2,1,1,1,2,29.0205548,-80.92197859,1,0,1384.0
1,1.0,3,2,2,2,3,2,2,2,29.20175665,-81.05367507,9,0,310.6
1,1.0,0,0,0,0,0,2,2,0,26.1503028,-81.79918935,1,0,523.0
1,1.0,3,2,2,2,3,2,3,0,28.0873779,-80.61440803,5,0,909.0
1,1.0,3,0,0,2,0,2,3,0,25.7916705,-80.21260146,1,0,186.5
1,1.0,3,2,1,3,1,2,2,1,53.6229813,-8.184095804,1,0,1066.2
1,1.0,3,3,3,2,1,2,1,3,28.62946815,-80.82162473,9,0,537.6
1,1.0,2,2,3,1,1,2,2,2,25.85955605,-80.2139204,9,0,418.9
1,1.0,4,0,0,2,3,2,3,0,42.9345141,-76.5683184,9,0,468.3
1,1.0,4,2,2,2,3,2,2,2,27.7635581,-82.64298229,9,0,683.5
1,1.0,3,2,2,1,2,2,2,1,25.81338075,-80.14087345,1,0,345.9
1,1.0,5,1,1,3,3,3,1,1,27.49728145,-82.56211227,9,0,1384.0
1,1.0,4,2,0,2,3,2,3,0,26.01958385,-80.17993681,1,0,270.5
1,1.0,3,2,0,2,3,2,2,0,26.1027303,-80.14116662,9,0,477.9
1,1.0,3,2,1,2,3,2,2,2,30.3074244,-81.6899628,9,0,326.0
0,1.0,3,2,2,2,1,2,2,0,28.0139264,-82.78276253,5,0,1478.7
1,1.0,4,2,3,2,2,3,1,2,39.3344174,-76.4440415,5,0,1118.8
1,1.0,3,2,3,1,1,2,2,2,29.04420835,-81.31761685,9,0,278.8
1,1.0,3,2,2,2,1,1,2,1,28.2613801,-82.1860421,9,0,250.9
1,1.0,3,2,0,2,0,1,3,0,26.94086125,-82.04038592,1,0,528.4
1,1.0,3,2,0,2,0,2,3,0,28.6085349,76.9861235,5,0,370.5
1,1.0,3,2,3,1,2,2,3,2,37.72876095,-82.76830813,5,0,1131.0
1,1.0,4,2,0,2,3,1,2,0,25.868577,-80.3117538,1,0,320.9
1,1.0,4,2,0,2,3,2,2,2,28.55246205,-81.72014001,7,0,588.6
1,1.0,0,0,0,0,3,2,2,0,28.0287621,-81.72563127,9,0,1478.7
1,1.0,3,2,2,3,2,2,1,1,25.84553565,-80.26862208,9,0,808.4
1,1.0,5,1,3,1,3,3,2,3,35.5553284,-120.7195888,8,0,1154.1
1,1.0,2,2,1,2,1,2,3,2,28.13247695,-82.75749083,8,0,421.7
1,1.0,4,2,0,2,0,2,3,2,28.8243087,-81.71234241,1,0,267.3
1,1.0,4,2,3,3,2,2,2,2,28.2546984,-82.71422499,9,0,1478.7
1,1.0,3,2,2,2,2,2,2,0,38.24233895,-85.73165262,1,0,744.4
1,1.0,3,2,1,2,1,2,3,2,29.2425856,-81.10780386,5,0,367.9
0,1.0,3,2,2,2,2,2,2,2,28.01221485,-82.50384454,9,0,430.9
1,1.0,3,2,1,2,2,2,3,2,27.09060435,-82.44529849,5,0,385.6
1,1.0,0,0,0,0,0,0,0,0,28.5391704,-82.44307187,5,0,278.0
1,1.0,0,0,0,0,0,2,3,0,28.9153304,-81.28491733,1,0,647.9
1,1.0,3,2,0,2,0,2,3,0,39.01490625,-77.03514979,1,0,481.1
1,1.0,3,2,3,1,2,2,2,0,33.4663468,-82.01761138,1,0,449.6
